symbol,entry_ts,exit_ts,entry,exit,why,pnl,rise_pct,rise_bars,retrace_bars,qv24h,taker_buy_60,vol60_bp,n_legs,entry_at
NEWTUSDT,1753339800000,1753341240000,0.4795,0.5000119444444444,SL,-8.7756,8.64,13,40,533051292.1825,0.4888,91.79,3,2025-07-24 06:50:00
CFXUSDT,1753353120000,1753354920000,0.18017,0.18101,TIME,-1.1525,7.06,11,61,321936054.63198996,0.4569,54.55,1,2025-07-24 10:32:00
HYPERUSDT,1753357920000,1753359000000,0.4831,0.4572629454350269,TP,10.4764,9.59,16,96,755464776.6443,0.4702,67.61,4,2025-07-24 11:52:00
SOPHUSDT,1753357980000,1753359780000,0.045324,0.044849,TIME,1.876,9.3,38,116,312038697.966731,0.5173,38.79,2,2025-07-24 11:53:00
STOUSDT,1753359000000,1753360800000,0.0976,0.09511,TIME,4.8825,7.83,25,60,31502619.43871,0.4752,79.21,1,2025-07-24 12:10:00
KERNELUSDT,1753359240000,1753359720000,0.1936,0.20188177777777777,SL,-8.7756,8.2,9,76,107231855.97899999,0.4617,66.71,2,2025-07-24 12:14:00
XTZUSDT,1753360140000,1753361940000,0.925,0.92,TIME,0.8611,9.26,23,35,99097414.0399,0.5254,66.06,1,2025-07-24 12:29:00
VINEUSDT,1753362420000,1753363680000,0.06628,0.06911531111111112,SL,-8.7756,21.42,10,22,222315688.31971997,0.5082,678.55,2,2025-07-24 13:07:00
JELLYJELLYUSDT,1753366140000,1753367940000,0.02079,0.02149,TIME,-6.954,9.31,8,104,9705085.52802,0.4154,28.5,1,2025-07-24 14:09:00
PARTIUSDT,1753369680000,1753371480000,0.2289,0.2266,TIME,1.7896,7.75,18,26,121512238.2587,0.4785,83.31,2,2025-07-24 15:08:00
SANTOSUSDT,1753371420000,1753373220000,2.164,2.17,TIME,-0.7745,7.9,36,38,4664401.1511,0.4633,56.49,1,2025-07-24 15:37:00
AGTUSDT,1753372200000,1753373640000,0.005455,0.005688352777777778,SL,-8.7756,7.81,21,56,54541965.950505,0.4687,103.77,2,2025-07-24 15:50:00
VINEUSDT,1753373340000,1753374180000,0.06267,0.059819703703580814,TP,8.8762,8.07,11,111,442655933.00751996,0.4978,120.14,4,2025-07-24 16:09:00
OLUSDT,1753373460000,1753373580000,0.03698,0.035194722276074016,TP,9.4354,8.6,9,5,13957911.192109998,0.5037,145.57,1,2025-07-24 16:11:00
COOKIEUSDT,1753375380000,1753377180000,0.1754,0.1789,TIME,-4.2109,7.24,52,94,52779302.7482,0.4857,26.55,1,2025-07-24 16:43:00
KERNELUSDT,1753375380000,1753375860000,0.2366,0.24672122222222223,SL,-8.7756,8.94,5,19,197793426.8685,0.5123,199.4,4,2025-07-24 16:43:00
PARTIUSDT,1753376400000,1753378200000,0.237,0.2362,TIME,0.4551,8.93,7,22,165640906.20480004,0.4966,129.8,4,2025-07-24 17:00:00
KERNELUSDT,1753380840000,1753380960000,0.1957,0.20407161111111113,SL,-8.7756,26.77,19,119,245427943.15620002,0.4585,102.12,3,2025-07-24 18:14:00
STOUSDT,1753383180000,1753384980000,0.10921,0.11029,TIME,-2.1978,9.62,8,111,62621405.58885,0.4874,79.2,4,2025-07-24 18:53:00
FISUSDT,1753397760000,1753399560000,0.11844,0.1217,TIME,-5.7249,7.84,4,35,24210306.66248,0.5038,105.51,3,2025-07-24 22:56:00
DIAUSDT,1753400700000,1753402500000,0.9529,0.9178,TIME,7.147,14.05,14,35,92776248.8908,0.4851,115.05,2,2025-07-24 23:45:00
SHELLUSDT,1753402080000,1753403880000,0.1973,0.195,TIME,2.1115,7.61,15,7,53728406.0989,0.4736,78.17,1,2025-07-25 00:08:00
HYPERUSDT,1753409700000,1753411500000,0.5025,0.5178,TIME,-6.3096,7.65,14,49,792577916.6527001,0.4931,78.67,2,2025-07-25 02:15:00
DIAUSDT,1753410600000,1753411800000,0.9767,1.0184810555555557,SL,-8.7756,7.67,10,35,120492912.5795,0.5081,86.47,3,2025-07-25 02:30:00
HUMAUSDT,1753411980000,1753412580000,0.042844,0.039354951280868945,TP,16.0672,15.21,4,33,92998201.79199001,0.4796,165.08,1,2025-07-25 02:53:00
VINEUSDT,1753413360000,1753415160000,0.05675,0.05801,TIME,-4.6605,7.72,35,91,658078346.7471801,0.4691,43.87,2,2025-07-25 03:16:00
DOLOUSDT,1753422720000,1753424520000,0.08719,0.088253,TIME,-2.6584,10.28,12,48,33388188.864984997,0.5333,94.62,1,2025-07-25 05:52:00
HYPERUSDT,1753424400000,1753424520000,0.5492,0.5224836700551045,TP,9.5092,8.67,13,35,1068827454.6933,0.4951,100.09,4,2025-07-25 06:20:00
HUMAUSDT,1753426620000,1753426980000,0.039866,0.037932854836536675,TP,9.4782,8.64,56,9,111097575.70698702,0.5231,46.35,2,2025-07-25 06:57:00
SYRUPUSDT,1753426620000,1753428420000,0.60714,0.59932,TIME,2.356,7.34,7,35,507787312.71352994,0.4983,115.27,2,2025-07-25 06:57:00
TAGUSDT,1753448040000,1753448340000,0.0006159,0.0006422468333333333,SL,-8.7756,7.11,2,83,18467854.6067137,0.5094,128.63,3,2025-07-25 12:54:00
REIUSDT,1753463220000,1753465020000,0.02129,0.02136,TIME,-0.8776,7.7,14,81,119994578.32033001,0.495,83.78,3,2025-07-25 17:07:00
KERNELUSDT,1753469280000,1753471080000,0.2259,0.2304,TIME,-4.2041,7.37,13,12,168327618.0895,0.4948,104.71,4,2025-07-25 18:48:00
KERNELUSDT,1753497660000,1753499460000,0.2429,0.2361,TIME,5.379,7.2,20,11,211733786.367,0.4963,75.03,2,2025-07-26 02:41:00
REIUSDT,1753499880000,1753501680000,0.02648,0.02714,TIME,-5.2049,10.42,17,88,313211502.289,0.5038,71.74,2,2025-07-26 03:18:00
ZORAUSDT,1753512660000,1753514160000,0.05157,0.05377605,SL,-8.7756,8.74,19,59,161357504.54762,0.4726,80.99,2,2025-07-26 06:51:00
REIUSDT,1753536300000,1753538100000,0.02739,0.02789,TIME,-3.871,12.94,15,51,553310677.29109,0.511,84.8,2,2025-07-26 13:25:00
CUSDT,1753546260000,1753548060000,0.33933,0.34436,TIME,-3.1847,8.62,40,23,143831318.21536,0.473,58.27,1,2025-07-26 16:11:00
KERNELUSDT,1753555500000,1753557300000,0.2486,0.2519,TIME,-2.8749,11.5,23,29,276612742.186,0.5036,80.29,1,2025-07-26 18:45:00
FISUSDT,1753562040000,1753562940000,0.15562,0.14523079842140255,TP,13.132,12.2,13,19,104881005.71613,0.4937,111.3,4,2025-07-26 20:34:00
FISUSDT,1753563000000,1753563960000,0.14472,0.13646027156773352,TP,11.1948,10.29,9,100,110140687.69038999,0.4863,114.95,4,2025-07-26 20:50:00
CKBUSDT,1753575900000,1753577700000,0.006213,0.006327,TIME,-3.8897,7.77,6,14,363308790.77988005,0.4991,81.85,1,2025-07-27 00:25:00
ZORAUSDT,1753579140000,1753579860000,0.07462,0.07139640896195458,TP,8.42,7.64,14,35,828986123.57056,0.4853,90.1,2,2025-07-27 01:19:00
FISUSDT,1753579920000,1753580820000,0.15289,0.15943029444444445,SL,-8.7756,12.33,27,88,155457990.73797998,0.4962,67.86,5,2025-07-27 01:32:00
FISUSDT,1753585380000,1753586820000,0.15442,0.14743153839986062,TP,8.8312,8.02,17,63,168826633.29117,0.4751,58.13,3,2025-07-27 03:03:00
1000WHYUSDT,1753590600000,1753590720000,3.42e-05,3.5663e-05,SL,-8.7756,8.09,7,5,14051559.8709621,0.4913,86.11,1,2025-07-27 04:30:00
OMNIUSDT,1753600560000,1753600740000,2.968,3.0949644444444444,SL,-8.7756,8.49,9,14,52277722.23921,0.5052,113.26,3,2025-07-27 07:16:00
OBOLUSDT,1753605420000,1753605480000,0.14428,0.15045197777777777,SL,-8.7756,7.56,21,61,151975020.63959,0.4924,86.31,1,2025-07-27 08:37:00
OBOLUSDT,1753607880000,1753609260000,0.14057,0.13017925918936166,TP,14.5637,13.65,4,37,185570035.37484,0.4742,352.26,2,2025-07-27 09:18:00
OMNIUSDT,1753616100000,1753617900000,3.157,3.118,TIME,2.2507,9.62,16,92,167380602.79790002,0.5268,49.52,4,2025-07-27 11:35:00
DOLOUSDT,1753646580000,1753648380000,0.168046,0.169466,TIME,-1.91,10.68,21,119,290942242.158629,0.5086,44.71,2,2025-07-27 20:03:00
ALPINEUSDT,1753649940000,1753651740000,1.0312,1.0515,TIME,-4.1572,8.13,11,46,19735019.58721,0.4915,85.24,1,2025-07-27 20:59:00
ASRUSDT,1753655520000,1753657320000,5.58,5.419,TIME,5.5506,9.79,13,70,441315070.54190004,0.4975,93.28,2,2025-07-27 22:32:00
DOLOUSDT,1753663920000,1753665720000,0.165661,0.161607,TIME,4.6743,9.48,21,24,299811906.278563,0.5277,93.65,1,2025-07-28 00:52:00
VINEUSDT,1753668360000,1753668600000,0.13627,0.14209932777777778,SL,-8.7756,12.38,17,106,1103381817.1915,0.4732,80.09,3,2025-07-28 02:06:00
HFTUSDT,1753685880000,1753687680000,0.09453,0.09322,TIME,2.5516,7.59,29,56,47384373.22723,0.4866,52.26,1,2025-07-28 06:58:00
PUFFERUSDT,1753686420000,1753688220000,0.22902,0.22803,TIME,0.6446,7.28,28,99,11274013.193659998,0.4668,34.16,1,2025-07-28 07:07:00
KNCUSDT,1753693560000,1753695360000,0.5701,0.5757,TIME,-2.1846,7.04,14,51,278086206.899,0.488,56.24,1,2025-07-28 09:06:00
KOMAUSDT,1753701240000,1753703040000,0.02534,0.02546,TIME,-1.1671,7.67,13,72,5877018.43695,0.4771,23.02,1,2025-07-28 11:14:00
1000CATUSDT,1753706520000,1753707660000,0.012772,0.01219938599983419,TP,8.7467,7.94,10,30,277830945.36900795,0.5046,83.15,5,2025-07-28 12:42:00
1000CATUSDT,1753707720000,1753709520000,0.012322,0.012116,TIME,3.1236,7.01,19,88,302371060.462246,0.491,93.19,5,2025-07-28 13:02:00
DUSDT,1753711560000,1753712880000,0.0402,0.04191966666666667,SL,-8.7756,13.44,24,59,18127107.34023,0.4807,68.28,1,2025-07-28 14:06:00
SIRENUSDT,1753712520000,1753714320000,0.06168,0.06293,TIME,-4.2732,8.86,24,85,28666049.912490003,0.488,103.11,1,2025-07-28 14:22:00
1000CATUSDT,1753718820000,1753719600000,0.013218,0.012651645502098937,TP,8.3494,7.57,11,6,436365297.68645805,0.5025,138.58,6,2025-07-28 16:07:00
1000CATUSDT,1753719780000,1753721580000,0.012716,0.012981,TIME,-4.388,9.78,20,37,452744567.898953,0.49,141.02,6,2025-07-28 16:23:00
REIUSDT,1753719960000,1753721760000,0.02143,0.02141,TIME,-0.0333,8.59,5,82,26931863.837440003,0.4259,31.81,1,2025-07-28 16:26:00
SIRENUSDT,1753722900000,1753724700000,0.06376,0.06398,TIME,-0.9101,7.7,17,19,40837869.16269,0.4925,87.51,2,2025-07-28 17:15:00
BANANAS31USDT,1753726680000,1753728480000,0.009417,0.009624,TIME,-4.6163,11.96,14,33,313611810.42991406,0.4906,132.71,4,2025-07-28 18:18:00
BANANAS31USDT,1753731900000,1753732740000,0.008649,0.009018985,SL,-8.7756,8.3,10,62,421208930.555808,0.4871,92.29,5,2025-07-28 19:45:00
TAGUSDT,1753743660000,1753745280000,0.000775,0.0008081527777777778,SL,-8.7756,7.1,11,21,51106396.7983576,0.503,81.77,1,2025-07-28 23:01:00
AUCTIONUSDT,1753747800000,1753748940000,11.495,10.913208923022017,TP,9.9025,9.04,9,8,56054354.66445,0.5069,91.93,1,2025-07-29 00:10:00
CUSDT,1753760040000,1753761840000,0.42139,0.43109,TIME,-4.8238,9.56,10,22,247594183.07244998,0.4949,244.24,2,2025-07-29 03:34:00
BANANAS31USDT,1753764660000,1753765020000,0.009037,0.00867298199283843,TP,7.8362,7.09,22,22,675297374.593622,0.4941,93.87,2,2025-07-29 04:51:00
BANANAS31USDT,1753765260000,1753766160000,0.008329,0.00868529611111111,SL,-8.7756,8.5,22,83,695332682.1620579,0.4806,118.76,2,2025-07-29 05:01:00
BANANAUSDT,1753774800000,1753776600000,27.314,27.631,TIME,-2.5412,7.59,47,6,19613462.5655,0.4092,75.18,1,2025-07-29 07:40:00
CKBUSDT,1753780140000,1753781940000,0.006418,0.006397,TIME,0.4344,9.13,30,104,107747620.355942,0.4709,51.11,2,2025-07-29 09:09:00
BANANAS31USDT,1753781820000,1753783620000,0.007829,0.007927,TIME,-2.7235,11.27,33,85,851600376.0167539,0.4704,54.99,3,2025-07-29 09:37:00
ESPORTSUSDT,1753790340000,1753790580000,0.1355,0.1412963888888889,SL,-8.7756,7.3,13,25,96517816.97879998,0.4822,158.59,2,2025-07-29 11:59:00
OMNIUSDT,1753794720000,1753796520000,5.171,5.217,TIME,-1.9992,8.06,22,59,856007329.1083599,0.4977,69.5,2,2025-07-29 13:12:00
ESPORTSUSDT,1753797420000,1753797660000,0.1444,0.13560465497695795,TP,11.9619,11.04,13,31,116923357.8555,0.4902,133.04,4,2025-07-29 13:57:00
ESPORTSUSDT,1753797720000,1753798440000,0.139,0.1329056935172767,TP,8.5488,7.76,16,88,118819330.22049999,0.47,151.08,4,2025-07-29 14:02:00
HOMEUSDT,1753797720000,1753798260000,0.036579,0.034972406018671603,TP,8.5642,7.77,33,21,74408968.518829,0.4975,66.87,2,2025-07-29 14:02:00
HOMEUSDT,1753798320000,1753798800000,0.034801,0.033259212950034554,TP,8.6406,7.84,2,82,77370705.367656,0.4856,73.38,2,2025-07-29 14:12:00
TREEUSDT,1753802400000,1753803360000,0.7369,0.7051196283612523,TP,8.4054,7.62,4,57,208189320.6744,0.4933,127.9,1,2025-07-29 15:20:00
ZRCUSDT,1753805880000,1753806600000,0.04454,0.042574746997902986,TP,8.6047,7.81,4,6,82807259.39199999,0.4891,131.36,2,2025-07-29 16:18:00
TREEUSDT,1753806300000,1753806960000,0.6728,0.6398170215390733,TP,9.5847,8.74,6,19,303393716.06200004,0.5018,117.78,2,2025-07-29 16:25:00
ESPORTSUSDT,1753806960000,1753807080000,0.1215,0.1266975,SL,-8.7756,8.54,6,33,146156056.3365,0.4878,132.09,5,2025-07-29 16:36:00
ZRCUSDT,1753807380000,1753809180000,0.03757,0.03818,TIME,-3.4673,10.1,21,50,101013618.27785,0.475,173.29,2,2025-07-29 16:43:00
ESPORTSUSDT,1753810560000,1753810800000,0.1203,0.12544616666666666,SL,-8.7756,9.22,4,56,150610782.96,0.495,112.76,5,2025-07-29 17:36:00
TREEUSDT,1753820880000,1753821900000,0.6531,0.6810381666666667,SL,-8.7756,7.95,10,102,537377636.3534999,0.5097,88.49,4,2025-07-29 20:28:00
ICNTUSDT,1753826520000,1753828320000,0.2078,0.2009,TIME,6.421,13.52,31,52,31184579.376300003,0.4912,80.03,2,2025-07-29 22:02:00
OMNIUSDT,1753835820000,1753837620000,4.985,4.961,TIME,0.7429,9.73,14,30,1585572938.18814,0.5068,85.47,2,2025-07-30 00:37:00
DOLOUSDT,1753850760000,1753852560000,0.141962,0.140075,TIME,2.4385,7.3,14,117,121232653.84728402,0.5847,55.85,1,2025-07-30 04:46:00
KNCUSDT,1753853820000,1753855620000,0.4608,0.4579,TIME,1.0387,7.01,19,30,63955020.779,0.5037,62.09,1,2025-07-30 05:37:00
A2ZUSDT,1753873260000,1753873800000,0.005225,0.005448513888888889,SL,-8.7756,9.19,17,28,119053007.722856,0.4987,80.77,2,2025-07-30 11:01:00
FHEUSDT,1753892640000,1753894440000,0.05763,0.05685,TIME,2.4869,12.67,1,10,53607001.38638,0.5138,172.56,1,2025-07-30 16:24:00
ESPORTSUSDT,1753916640000,1753917660000,0.1433,0.13327372674808285,TP,13.7734,12.85,22,27,94577270.28969999,0.4972,180.84,3,2025-07-30 23:04:00
ESPORTSUSDT,1753926360000,1753927860000,0.1479,0.15422683333333334,SL,-8.7756,8.43,10,58,156748469.442,0.4899,100.29,6,2025-07-31 01:46:00
VINEUSDT,1753959000000,1753960800000,0.11952,0.11624,TIME,5.2686,9.35,16,17,484423271.69662,0.516,82.09,1,2025-07-31 10:50:00
PLAYUSDT,1753960320000,1753960800000,0.03411,0.03556915,SL,-8.7756,7.55,4,33,43832785.061780006,0.5029,130.28,1,2025-07-31 11:12:00
NAORISUSDT,1753969860000,1753971660000,0.054,0.0534,TIME,2.0022,10.54,6,51,52368968.6251,0.5026,155.93,3,2025-07-31 13:51:00
NAORISUSDT,1753973160000,1753974240000,0.0508,0.04876297932484488,TP,7.7998,7.06,7,73,62548121.4886,0.5013,81.74,3,2025-07-31 14:46:00
MEMEUSDT,1753983780000,1753985580000,0.002175,0.002157,TIME,1.4352,9.27,8,24,206408041.213331,0.4911,88.5,3,2025-07-31 17:43:00
1000WHYUSDT,1754029380000,1754029500000,2.6e-05,2.7112222222222222e-05,SL,-8.7756,11.92,12,6,5581011.911758301,0.48,137.15,1,2025-08-01 06:23:00
BDXNUSDT,1754050200000,1754052000000,0.03644,0.03592,TIME,2.634,8.9,13,21,15917437.786369998,0.4808,79.97,1,2025-08-01 12:10:00
MAGICUSDT,1754152980000,1754154780000,0.1881,0.1855,TIME,2.5445,7.05,11,40,934387468.5304,0.5032,71.05,1,2025-08-02 16:43:00
MUSDT,1754155860000,1754157660000,0.4207,0.4064,TIME,6.5782,13.03,15,45,149615957.60430002,0.4816,138.05,2,2025-08-02 17:31:00
VINEUSDT,1754156220000,1754157780000,0.09121,0.07740596547239983,TP,30.0487,31.46,1,5,212530196.36148,0.521,405.1,1,2025-08-02 17:37:00
VINEUSDT,1754160480000,1754160660000,0.06896,0.07190995555555554,SL,-8.7756,12.77,7,27,347495392.13044,0.4777,181.27,2,2025-08-02 18:48:00
ICNTUSDT,1754164140000,1754165460000,0.2311,0.22125442681987528,TP,8.3006,7.53,31,8,91162376.40840001,0.4977,68.27,1,2025-08-02 19:49:00
FHEUSDT,1754169060000,1754170860000,0.07059,0.07331,TIME,-7.9265,8.96,14,7,15667943.46239,0.5385,108.69,1,2025-08-02 21:11:00
NAORISUSDT,1754208600000,1754210400000,0.0404,0.0398,TIME,2.7503,7.11,10,20,78335622.2889,0.5194,95.73,1,2025-08-03 08:10:00
GUNUSDT,1754211660000,1754213460000,0.0264,0.0258,TIME,4.3255,7.19,25,37,22596963.61161,0.5121,62.64,1,2025-08-03 09:01:00
SQDUSDT,1754249340000,1754251140000,0.14887,0.14917,TIME,-0.623,11.42,12,42,10845514.7716,0.5123,93.36,1,2025-08-03 19:29:00
SXTUSDT,1754250480000,1754252280000,0.08761,0.08834,TIME,-1.8865,8.45,19,76,26017435.311860006,0.4665,46.03,1,2025-08-03 19:48:00
ESPORTSUSDT,1754252100000,1754253900000,0.1467,0.1488,TIME,-3.083,7.08,12,22,63072145.607999995,0.5225,105.28,2,2025-08-03 20:15:00
MYXUSDT,1754262660000,1754262900000,0.16468,0.15692724639395986,TP,9.1955,8.37,23,116,392689131.61782,0.4862,110.74,3,2025-08-03 23:11:00
ESPORTSUSDT,1754263200000,1754265000000,0.1468,0.1477,TIME,-1.4462,8.85,25,38,84535178.2149,0.4933,51.73,3,2025-08-03 23:20:00
A2ZUSDT,1754265240000,1754265360000,0.005427,0.005659155000000001,SL,-8.7756,10.26,25,42,142609248.047904,0.5337,102.86,1,2025-08-03 23:54:00
BDXNUSDT,1754270400000,1754272200000,0.03849,0.03849,TIME,-0.22,11.97,24,32,8918877.732919998,0.5297,100.78,1,2025-08-04 01:20:00
ESPORTSUSDT,1754307600000,1754309400000,0.1759,0.1763,TIME,-0.6748,9.3,22,92,193750722.0617,0.528,46.9,1,2025-08-04 11:40:00
MYXUSDT,1754308800000,1754309040000,0.318,0.2997954095676455,TP,11.2294,10.32,11,30,1581281666.3954098,0.5064,120.91,7,2025-08-04 12:00:00
MYXUSDT,1754309100000,1754309460000,0.2813,0.2933333888888889,SL,-8.7756,15.59,21,56,1631584442.3822298,0.4892,135.69,7,2025-08-04 12:05:00
MYXUSDT,1754309520000,1754309760000,0.28246,0.2709317413343233,TP,7.9428,7.19,24,88,1692739776.38054,0.4861,160.55,7,2025-08-04 12:12:00
MYXUSDT,1754329620000,1754330700000,0.43326,0.45179389999999997,SL,-8.7756,10.42,13,6,2764795862.9862704,0.5023,183.97,11,2025-08-04 17:47:00
ZRCUSDT,1754329920000,1754330040000,0.03999,0.037649375573400846,TP,11.486,10.57,6,77,46239019.27298,0.4467,58.73,1,2025-08-04 17:52:00
MYXUSDT,1754333280000,1754335080000,0.41828,0.41709,TIME,0.349,7.37,7,39,2876473824.48165,0.4969,144.68,11,2025-08-04 18:48:00
ILVUSDT,1754369580000,1754370840000,21.534,20.658025997036127,TP,7.9157,7.17,5,10,149650341.8312,0.4987,155.25,5,2025-08-05 04:53:00
MAGICUSDT,1754370360000,1754370420000,0.267,0.25397995385468025,TP,9.5328,8.69,28,5,1003562278.9175601,0.5446,102.11,1,2025-08-05 05:06:00
MYXUSDT,1754371500000,1754372220000,0.76861,0.7196035277683439,TP,12.532,11.61,6,17,3738002778.3779097,0.4999,245.35,7,2025-08-05 05:25:00
KERNELUSDT,1754372220000,1754374020000,0.2307,0.2378,TIME,-6.3752,11.87,15,77,103983933.36950001,0.4881,86.34,2,2025-08-05 05:37:00
AGTUSDT,1754372220000,1754372400000,0.005085,0.004818225006240069,TP,10.2726,9.4,17,6,43649990.00968701,0.5188,127.34,2,2025-08-05 05:37:00
MYXUSDT,1754372280000,1754374080000,0.72159,0.63329,TIME,24.2537,29.77,20,48,3791434538.22794,0.4937,256.02,7,2025-08-05 05:38:00
ILVUSDT,1754372640000,1754372820000,19.676,20.517695555555555,SL,-8.7756,15.57,16,103,182383088.16099998,0.4571,91.31,5,2025-08-05 05:44:00
REDUSDT,1754372940000,1754373600000,0.4062,0.3896789531669334,TP,7.9144,7.17,16,5,29137776.1485,0.4988,85.61,1,2025-08-05 05:49:00
MYXUSDT,1754374140000,1754374740000,0.62888,0.5597110398028601,TP,21.7775,21.43,8,105,3906548068.41963,0.4776,190.73,7,2025-08-05 06:09:00
MYXUSDT,1754380980000,1754381700000,0.7738,0.8069014444444446,SL,-8.7756,11.27,6,29,4388313299.45692,0.4853,239.05,10,2025-08-05 08:03:00
MYXUSDT,1754386560000,1754386620000,1.07632,1.1223625777777777,SL,-8.7756,15.94,9,5,4801725424.422791,0.5079,270.02,15,2025-08-05 09:36:00
MYXUSDT,1754388300000,1754388360000,1.11845,1.1662948055555555,SL,-8.7756,7.3,8,9,4913069598.48894,0.4977,211.19,17,2025-08-05 10:05:00
MYXUSDT,1754390640000,1754390760000,1.11515,1.162853638888889,SL,-8.7756,16.51,8,31,5048626892.54308,0.4831,192.57,17,2025-08-05 10:44:00
SPKUSDT,1754391420000,1754393220000,0.12087,0.12205,TIME,-2.1725,7.73,22,17,704198286.72509,0.5086,59.33,1,2025-08-05 10:57:00
ESPORTSUSDT,1754392020000,1754393820000,0.1259,0.1262,TIME,-0.6966,11.45,33,19,154884386.5524,0.4947,92.78,1,2025-08-05 11:07:00
MYXUSDT,1754392920000,1754393040000,1.09892,1.1459293555555554,SL,-8.7756,9.15,15,23,5015423055.91877,0.4759,140.68,16,2025-08-05 11:22:00
MYXUSDT,1754396100000,1754396280000,1.05415,1.0992441944444444,SL,-8.7756,7.8,7,46,4905734248.74599,0.4802,112.54,15,2025-08-05 12:15:00
MYXUSDT,1754409780000,1754409840000,1.31929,1.2545031653258136,TP,9.6015,8.75,16,8,5174177656.42202,0.5138,126.53,11,2025-08-05 16:03:00
MYXUSDT,1754409900000,1754409960000,1.20631,1.2579132611111112,SL,-8.7756,10.26,6,55,5189177025.60326,0.5036,142.19,11,2025-08-05 16:05:00
TOWNSUSDT,1754410140000,1754410200000,0.03973,0.037138038934847954,TP,12.8279,11.9,13,8,180701131.53704,0.5039,173.35,3,2025-08-05 16:09:00
MYXUSDT,1754410620000,1754410740000,1.16828,1.2182564222222223,SL,-8.7756,7.56,7,5,5232857479.927931,0.4916,161.45,10,2025-08-05 16:17:00
SKATEUSDT,1754412540000,1754413320000,0.05329,0.055569627777777776,SL,-8.7756,8.6,10,31,34531706.12696999,0.4913,131.25,2,2025-08-05 16:49:00
MYXUSDT,1754417520000,1754417760000,1.66923,1.74063595,SL,-8.7756,7.2,7,20,5477137301.43428,0.5072,163.19,12,2025-08-05 18:12:00
SKATEUSDT,1754418360000,1754420160000,0.05615,0.05666,TIME,-2.0366,10.4,8,39,56339318.10956,0.4768,162.0,4,2025-08-05 18:26:00
SKATEUSDT,1754421480000,1754423280000,0.05595,0.05834341666666667,SL,-8.7756,9.37,18,106,62711988.54727,0.4525,88.67,4,2025-08-05 19:18:00
MYXUSDT,1754421720000,1754421960000,1.74559,1.8202624611111111,SL,-8.7756,9.0,14,34,5667998652.712629,0.493,117.98,13,2025-08-05 19:22:00
PROVEUSDT,1754422080000,1754422260000,0.8243,0.8595617222222223,SL,-8.7756,10.13,9,23,231421952.56780005,0.5186,230.7,6,2025-08-05 19:28:00
TOWNSUSDT,1754424600000,1754425140000,0.03901,0.040678761111111114,SL,-8.7756,8.59,15,59,343845532.21134996,0.4743,98.78,5,2025-08-05 20:10:00
MYXUSDT,1754425800000,1754426160000,1.70645,1.6164919487312086,TP,10.3233,9.45,5,41,5956297821.71435,0.5,153.37,13,2025-08-05 20:30:00
MYXUSDT,1754426220000,1754426760000,1.64425,1.714587361111111,SL,-8.7756,11.15,7,61,5982751482.02762,0.4833,146.43,13,2025-08-05 20:37:00
MYXUSDT,1754434560000,1754434800000,1.57619,1.364098087924828,TP,26.692,27.23,39,99,6413933803.4304,0.4626,138.54,11,2025-08-05 22:56:00
SKATEUSDT,1754436600000,1754438400000,0.06278,0.06369,TIME,-3.119,9.74,6,9,89029579.87971,0.4985,116.6,5,2025-08-05 23:30:00
MYXUSDT,1754437980000,1754438400000,1.27537,1.185700026093285,TP,13.8418,12.92,7,14,6800363236.096809,0.4902,342.89,10,2025-08-05 23:53:00
MYXUSDT,1754439000000,1754439240000,1.02005,1.0636854722222222,SL,-8.7756,10.19,3,5,6870344477.0835,0.5053,319.47,10,2025-08-06 00:10:00
MYXUSDT,1754439300000,1754439540000,1.02783,1.0717982833333335,SL,-8.7756,32.39,14,49,6905000999.66732,0.5002,314.7,9,2025-08-06 00:15:00
SKATEUSDT,1754440800000,1754441280000,0.06069,0.05805136782339961,TP,8.4754,7.69,9,93,96979611.8539,0.4754,87.28,3,2025-08-06 00:40:00
PROVEUSDT,1754441040000,1754441760000,0.9692,1.0106602222222223,SL,-8.7756,11.33,7,35,497841567.27361,0.5213,175.55,6,2025-08-06 00:44:00
MYXUSDT,1754441880000,1754442420000,1.02428,0.9690768124560808,TP,10.5589,9.67,13,22,6985730591.557301,0.5007,263.63,10,2025-08-06 00:58:00
MYXUSDT,1754442480000,1754443140000,0.96546,1.0067602333333334,SL,-8.7756,9.77,3,48,7020892154.31758,0.4786,229.89,9,2025-08-06 01:08:00
