symbol,entry_ts,exit_ts,entry,exit,why,pnl,rise_pct,rise_bars,retrace_bars,qv24h,taker_buy_60,vol60_bp,n_legs,entry_at
MIRAUSDT,1763771340000,1763772360000,0.1738,0.1812347777777778,SL,-8.7756,8.33,13,15,30487998.1526,0.4936,71.09,1,2025-11-22 00:29:00
TRUSTUSDT,1763771880000,1763772000000,0.3954,0.41231433333333334,SL,-8.7756,7.76,1,5,1048495648.8463001,0.5124,335.85,13,2025-11-22 00:38:00
GPSUSDT,1763774880000,1763776680000,0.007057,0.00686,TIME,5.3631,7.13,7,73,88451140.23023999,0.4921,104.74,3,2025-11-22 01:28:00
PARTIUSDT,1763777100000,1763778900000,0.07816,0.07896,TIME,-2.2671,12.08,24,81,174558672.95578998,0.4677,75.4,5,2025-11-22 02:05:00
BOBUSDT,1763777400000,1763778840000,0.019932,0.018789973416646174,TP,11.2392,10.33,17,63,115465098.424562,0.4616,79.42,2,2025-11-22 02:10:00
FLUIDUSDT,1763778240000,1763780040000,4.036,4.0,TIME,1.5639,7.03,12,77,36495395.7518,0.482,94.41,4,2025-11-22 02:24:00
TRUSTUSDT,1763779800000,1763779860000,0.4391,0.41056485096031275,TP,12.7771,11.85,5,90,1312152732.9311001,0.4998,117.26,12,2025-11-22 02:50:00
TRUSTUSDT,1763780040000,1763780400000,0.3834,0.3319474999495842,TP,26.6201,27.15,13,119,1327910896.8154001,0.4908,154.57,12,2025-11-22 02:54:00
RECALLUSDT,1763780160000,1763780400000,0.1553,0.16194338888888887,SL,-8.7756,17.2,17,7,55050401.865899995,0.4951,159.67,6,2025-11-22 02:56:00
MMTUSDT,1763780700000,1763781000000,0.4752,0.4539223713704521,TP,8.7352,7.93,6,5,693456345.1786001,0.5041,209.13,4,2025-11-22 03:05:00
ENSOUSDT,1763781060000,1763782320000,0.937,0.9770827777777779,SL,-8.7756,15.65,15,64,67782998.5301,0.5096,122.87,1,2025-11-22 03:11:00
LAYERUSDT,1763781420000,1763783220000,0.2218,0.2255,TIME,-3.5563,10.44,7,6,76118752.32567999,0.4952,115.96,1,2025-11-22 03:17:00
RECALLUSDT,1763782740000,1763783820000,0.1687,0.1759166111111111,SL,-8.7756,9.82,5,16,69617773.55659999,0.4915,220.15,8,2025-11-22 03:39:00
TRUSTUSDT,1763784180000,1763784300000,0.3644,0.3799882222222222,SL,-8.7756,13.17,18,31,1493380081.1608,0.5171,201.23,11,2025-11-22 04:03:00
RECALLUSDT,1763784840000,1763784900000,0.1723,0.16517162001474125,TP,8.0544,7.3,4,8,80804011.1651,0.4922,156.14,9,2025-11-22 04:14:00
RECALLUSDT,1763785560000,1763786460000,0.1552,0.1443036828688824,TP,13.8216,12.9,13,71,84738329.6574,0.4855,140.87,9,2025-11-22 04:26:00
MMTUSDT,1763785620000,1763786340000,0.4229,0.4019049605242881,TP,9.7091,8.86,11,56,777776875.4384999,0.5007,126.05,5,2025-11-22 04:27:00
TRUSTUSDT,1763786100000,1763786700000,0.2951,0.2577962719698932,TP,25.0621,25.26,9,85,1556921102.4234,0.5133,172.43,10,2025-11-22 04:35:00
FLOCKUSDT,1763786820000,1763788620000,0.1417,0.1406,TIME,1.3326,17.02,16,26,13427099.6151,0.5069,140.35,1,2025-11-22 04:47:00
NOMUSDT,1763786940000,1763788740000,0.01183,0.01146,TIME,6.0353,10.73,17,14,10797994.83009,0.504,135.51,1,2025-11-22 04:49:00
SUPERUSDT,1763787000000,1763788800000,0.199,0.1989,TIME,-0.1195,7.17,22,95,39778475.7368,0.4539,50.13,2,2025-11-22 04:50:00
TNSRUSDT,1763787900000,1763789700000,0.11727,0.11967,TIME,-4.3131,10.3,19,56,1328358045.8865879,0.5066,73.12,1,2025-11-22 05:05:00
PARTIUSDT,1763790060000,1763791500000,0.0773,0.0740244186485369,TP,8.255,7.48,19,38,200697141.15684,0.4906,96.45,3,2025-11-22 05:41:00
BEATUSDT,1763795880000,1763797680000,0.86071,0.86763,TIME,-1.828,8.28,12,78,451708913.3512399,0.4794,74.45,2,2025-11-22 07:18:00
SENTUSDT,1763796540000,1763798340000,0.03815,0.03852,TIME,-2.1597,7.72,24,55,44965596.686629996,0.4498,57.7,1,2025-11-22 07:29:00
PTBUSDT,1763797140000,1763798940000,0.01317,0.01347,TIME,-4.7758,12.08,21,73,13031715.042890001,0.4433,46.06,2,2025-11-22 07:39:00
TNSRUSDT,1763798580000,1763800380000,0.10853,0.10946,TIME,-1.9338,9.33,27,90,1177249353.335759,0.5141,42.28,2,2025-11-22 08:03:00
MONUSDT,1763799540000,1763801340000,0.02904,0.02906,TIME,-0.3577,7.5,14,39,10712416.145550001,0.5807,51.42,1,2025-11-22 08:19:00
BEATUSDT,1763799960000,1763801340000,0.82721,0.8625962055555556,SL,-8.7756,7.38,12,43,436347295.29780996,0.4955,77.98,3,2025-11-22 08:26:00
RECALLUSDT,1763800260000,1763802060000,0.1359,0.1417135,SL,-8.7756,18.98,24,76,123905721.6913,0.4721,74.15,6,2025-11-22 08:31:00
TRUSTUSDT,1763803500000,1763805300000,0.2265,0.2239,TIME,2.0758,7.63,12,29,1947782847.4255,0.4979,128.09,9,2025-11-22 09:25:00
TRUTHUSDT,1763805300000,1763807100000,0.024318,0.025084,TIME,-6.5199,12.24,24,92,20498095.625382997,0.4791,35.51,1,2025-11-22 09:55:00
TRUSTUSDT,1763805780000,1763806020000,0.2169,0.2261785,SL,-8.7756,8.89,19,89,1972317109.0626,0.4855,119.68,7,2025-11-22 10:03:00
PIEVERSEUSDT,1763805960000,1763806200000,0.4585,0.47811361111111117,SL,-8.7756,7.54,11,5,280261103.53830004,0.4935,140.38,3,2025-11-22 10:06:00
GRASSUSDT,1763807820000,1763809140000,0.3653,0.38092672222222224,SL,-8.7756,9.48,21,35,116534051.12680998,0.4848,99.24,1,2025-11-22 10:37:00
TRUSTUSDT,1763808480000,1763809320000,0.2075,0.21637638888888888,SL,-8.7756,7.51,10,35,1993605389.7038002,0.4957,85.91,8,2025-11-22 10:48:00
ZBTUSDT,1763808540000,1763810340000,0.1201,0.1198,TIME,0.2796,7.83,30,58,47303238.3653,0.4644,48.0,1,2025-11-22 10:49:00
MMTUSDT,1763808720000,1763808960000,0.4247,0.44286772222222226,SL,-8.7756,8.96,12,82,1068261645.6092001,0.4911,155.37,2,2025-11-22 10:52:00
PIEVERSEUSDT,1763815260000,1763815620000,0.422,0.4046698499663568,TP,7.9933,7.24,12,100,282111204.9281,0.5037,82.66,4,2025-11-22 12:41:00
MMTUSDT,1763816640000,1763818440000,0.4287,0.4193,TIME,4.1654,7.79,16,76,1172488941.9311,0.4863,79.17,3,2025-11-22 13:04:00
BLESSUSDT,1763821860000,1763821980000,0.01721,0.01648867278087401,TP,8.1627,7.4,6,11,15908414.269290002,0.4817,113.17,2,2025-11-22 14:31:00
AVAUSDT,1763821980000,1763823780000,0.309,0.31,TIME,-0.8672,10.77,30,34,7523492.418539999,0.5033,105.53,2,2025-11-22 14:33:00
AIAUSDT,1763822040000,1763822100000,0.8256,0.8609173333333333,SL,-8.7756,36.79,28,15,267938359.21469998,0.4835,325.68,5,2025-11-22 14:34:00
AIAUSDT,1763822520000,1763822580000,0.8248,0.7911852368841809,TP,7.931,7.18,5,54,305352904.5162,0.4844,352.45,5,2025-11-22 14:42:00
AIAUSDT,1763822640000,1763822700000,0.7217,0.6741142011094274,TP,12.9671,12.04,5,5,316944571.0853999,0.4821,401.16,6,2025-11-22 14:44:00
COAIUSDT,1763822760000,1763824560000,0.5418,0.4935,TIME,17.6095,27.04,38,22,85147991.3556,0.471,183.62,1,2025-11-22 14:46:00
TRADOORUSDT,1763823060000,1763823300000,1.539,1.604835,SL,-8.7756,8.51,9,6,19187422.985,0.3797,122.39,1,2025-11-22 14:51:00
LAYERUSDT,1763823600000,1763825160000,0.2865,0.29875583333333333,SL,-8.7756,10.95,13,59,302509867.9641501,0.4848,132.7,2,2025-11-22 15:00:00
NKNUSDT,1763823600000,1763825400000,0.01324,0.01312,TIME,1.5927,10.53,27,5,7096006.169719999,0.5545,123.38,1,2025-11-22 15:00:00
HOLOUSDT,1763824080000,1763825460000,0.0992,0.10344355555555555,SL,-8.7756,10.28,19,21,66177451.5519,0.4882,89.88,3,2025-11-22 15:08:00
UAIUSDT,1763825460000,1763827260000,0.1795,0.1766,TIME,3.0112,8.9,18,63,35686888.338,0.4477,71.31,1,2025-11-22 15:31:00
TRUSTUSDT,1763826720000,1763828520000,0.2019,0.201,TIME,0.6715,7.72,9,57,1993151734.4575999,0.4864,120.01,3,2025-11-22 15:52:00
AIAUSDT,1763826840000,1763828220000,0.5743,0.5988672777777778,SL,-8.7756,7.84,12,5,414358020.0307001,0.4826,248.04,7,2025-11-22 15:54:00
HOLOUSDT,1763827080000,1763828880000,0.1031,0.1039,TIME,-1.7719,9.15,6,9,76609145.5679,0.4872,103.92,4,2025-11-22 15:58:00
MAVUSDT,1763827140000,1763827800000,0.02696,0.02811328888888889,SL,-8.7756,11.93,9,8,14653271.8325,0.4955,144.87,2,2025-11-22 15:59:00
TRADOORUSDT,1763827200000,1763827320000,0.986,1.028178888888889,SL,-8.7756,7.62,1,13,27654774.659,0.4204,272.77,2,2025-11-22 16:00:00
MOVEUSDT,1763827260000,1763829060000,0.05157,0.05033,TIME,4.589,13.23,6,50,39551258.20909,0.4947,146.51,2,2025-11-22 16:01:00
LAYERUSDT,1763827440000,1763827920000,0.2797,0.29166494444444446,SL,-8.7756,12.35,31,27,382092867.67849,0.5008,111.88,3,2025-11-22 16:04:00
AIAUSDT,1763829360000,1763830200000,0.5416,0.5647684444444444,SL,-8.7756,7.4,4,19,434998038.8275,0.4896,215.13,8,2025-11-22 16:36:00
B2USDT,1763829660000,1763831460000,0.4087,0.3905,TIME,8.6863,10.73,23,22,21997986.9692,0.5143,148.72,1,2025-11-22 16:41:00
USTCUSDT,1763830980000,1763832780000,0.005774,0.00582,TIME,-1.8133,7.02,18,26,7262806.300791999,0.5151,60.92,1,2025-11-22 17:03:00
LAYERUSDT,1763831700000,1763833500000,0.275,0.2735,TIME,0.8709,7.47,9,60,401993251.64262,0.5024,70.66,4,2025-11-22 17:15:00
TRADOORUSDT,1763832360000,1763833620000,1.021,0.9390848133150623,TP,15.8261,14.96,25,14,39937992.892000005,0.5025,166.59,5,2025-11-22 17:26:00
TRADOORUSDT,1763833680000,1763834460000,0.959,0.8818378167235723,TP,15.8722,15.0,4,87,42924388.32999999,0.4885,168.62,5,2025-11-22 17:48:00
TRADOORUSDT,1763834520000,1763834760000,0.89,0.9280722222222223,SL,-8.7756,10.95,10,112,45042715.353,0.4606,165.05,5,2025-11-22 18:02:00
LUNA2USDT,1763835180000,1763836980000,0.07078,0.07126,TIME,-1.5763,19.95,19,95,21639556.436050005,0.4805,28.19,1,2025-11-22 18:13:00
BABYUSDT,1763835420000,1763836440000,0.02035,0.02122052777777778,SL,-8.7756,15.17,30,15,15247459.42867,0.5065,106.63,1,2025-11-22 18:17:00
MAVUSDT,1763835480000,1763837280000,0.02847,0.02872,TIME,-1.9762,10.65,5,56,39659665.19004,0.5006,134.33,4,2025-11-22 18:18:00
DUSDT,1763835840000,1763837640000,0.01625,0.01628,TIME,-0.5892,7.09,6,5,1630286.21783,0.5007,70.1,1,2025-11-22 18:24:00
NTRNUSDT,1763835960000,1763837760000,0.03286,0.03355,TIME,-4.4196,10.32,24,13,12650058.36492,0.5084,105.84,1,2025-11-22 18:26:00
PHBUSDT,1763838600000,1763840400000,0.3112,0.3119,TIME,-0.6699,7.87,8,34,8132504.9712000005,0.5091,88.73,2,2025-11-22 19:10:00
AIAUSDT,1763840520000,1763841780000,0.6653,0.6937600555555555,SL,-8.7756,30.05,19,6,518505957.9458,0.4939,467.5,10,2025-11-22 19:42:00
PIPPINUSDT,1763845920000,1763846100000,0.02891,0.027192081600760674,TP,11.6646,10.75,14,38,49011923.65717,0.4793,181.35,3,2025-11-22 21:12:00
PIPPINUSDT,1763846700000,1763846880000,0.02555,0.026642972222222224,SL,-8.7756,15.44,40,68,54816042.45345001,0.4855,196.13,3,2025-11-22 21:25:00
PORT3USDT,1763847000000,1763847060000,0.00885,0.009228583333333333,SL,-8.7756,22.79,6,5,22096244.689379998,0.4344,1205.39,1,2025-11-22 21:30:00
TNSRUSDT,1763847900000,1763849700000,0.09556,0.09343,TIME,4.2379,8.62,24,63,455936732.419436,0.4905,47.72,1,2025-11-22 21:45:00
AIAUSDT,1763847900000,1763848260000,0.6593,0.6307042709745461,TP,8.4546,7.67,17,67,577343298.7422,0.4919,156.05,9,2025-11-22 21:45:00
AIAUSDT,1763848320000,1763849640000,0.6299,0.6568457222222223,SL,-8.7756,13.01,15,103,580763343.9812,0.4831,165.09,9,2025-11-22 21:52:00
PORT3USDT,1763848560000,1763848920000,0.00765,0.00797725,SL,-8.7756,27.1,4,19,32743499.49606,0.4456,1252.11,2,2025-11-22 21:56:00
STABLEUSDT,1763849820000,1763850480000,0.02743,0.028603394444444444,SL,-8.7756,7.73,19,49,9138398.27895,0.4607,95.94,1,2025-11-22 22:17:00
PORT3USDT,1763850120000,1763850420000,0.00772,0.0073113797158759035,TP,10.366,9.49,4,7,43617686.99732,0.4838,584.57,4,2025-11-22 22:22:00
MAVUSDT,1763850480000,1763850660000,0.0418,0.03955943770860726,TP,10.5004,9.62,7,25,137998841.95653,0.4999,208.43,8,2025-11-22 22:28:00
PORT3USDT,1763850480000,1763850660000,0.00714,0.007445433333333333,SL,-8.7756,36.34,7,24,45407028.02576,0.472,567.93,4,2025-11-22 22:28:00
MAVUSDT,1763851380000,1763851560000,0.0394,0.041085444444444445,SL,-8.7756,7.51,6,7,152386878.11993,0.4976,158.31,8,2025-11-22 22:43:00
NTRNUSDT,1763851500000,1763851680000,0.04071,0.03907475920717655,TP,7.8136,7.07,5,5,24256942.138419997,0.4894,195.99,5,2025-11-22 22:45:00
NTRNUSDT,1763851860000,1763852400000,0.03822,0.039854966666666665,SL,-8.7756,17.23,11,20,25793626.812199995,0.4893,203.53,5,2025-11-22 22:51:00
PIPPINUSDT,1763852100000,1763852220000,0.0267,0.025293949619300232,TP,10.3122,9.44,23,13,74194078.15015,0.5019,171.35,4,2025-11-22 22:55:00
PORT3USDT,1763853120000,1763853180000,0.00781,0.008144094444444444,SL,-8.7756,24.04,11,10,60401355.75902999,0.4969,400.16,6,2025-11-22 23:12:00
PORT3USDT,1763855940000,1763856120000,0.00836,0.008717622222222221,SL,-8.7756,36.25,10,14,80030773.20767999,0.5011,400.94,8,2025-11-22 23:59:00
MAVUSDT,1763856180000,1763857980000,0.03872,0.03861,TIME,0.3482,13.78,19,59,192538439.425,0.493,106.41,7,2025-11-23 00:03:00
PORT3USDT,1763858340000,1763858520000,0.00801,0.00835265,SL,-8.7756,22.36,20,19,94175093.42864001,0.5085,381.61,9,2025-11-23 00:39:00
STABLEUSDT,1763862360000,1763862420000,0.02965,0.02814550542146415,TP,9.9284,9.07,19,27,13018758.164859999,0.4891,93.73,2,2025-11-23 01:46:00
PORT3USDT,1763862540000,1763862600000,0.01125,0.01173125,SL,-8.7756,7.33,5,5,117781662.13135001,0.5072,312.09,13,2025-11-23 01:49:00
1000RATSUSDT,1763862660000,1763862960000,0.03503,0.03357963797369221,TP,8.0607,7.3,14,33,11457746.408909999,0.5027,63.24,2,2025-11-23 01:51:00
MAVUSDT,1763863200000,1763864100000,0.04059,0.042326350000000006,SL,-8.7756,14.4,21,55,261558093.72348,0.5063,134.07,9,2025-11-23 02:00:00
TRUSTUSDT,1763863620000,1763865420000,0.2077,0.2097,TIME,-2.1459,7.54,6,19,1012271782.6431,0.5017,96.16,3,2025-11-23 02:07:00
0GUSDT,1763863980000,1763865780000,1.4075,1.4451,TIME,-5.5628,10.74,32,45,188871347.30839998,0.4832,75.99,1,2025-11-23 02:13:00
BOBUSDT,1763864280000,1763866080000,0.014472,0.01498,TIME,-7.2405,7.77,22,10,55036207.127611,0.5175,72.06,2,2025-11-23 02:18:00
AIAUSDT,1763865120000,1763866920000,0.655,0.6669,TIME,-3.8536,11.21,32,58,629825399.545,0.4847,79.17,6,2025-11-23 02:32:00
PORT3USDT,1763866080000,1763866200000,0.01454,0.013127979179445503,TP,19.2026,18.56,14,5,139053486.10319003,0.5209,296.41,16,2025-11-23 02:48:00
PORT3USDT,1763866260000,1763866560000,0.01332,0.0138898,SL,-8.7756,15.68,3,29,141918507.02407002,0.5052,344.02,16,2025-11-23 02:51:00
PORT3USDT,1763867580000,1763867700000,0.01212,0.012638466666666667,SL,-8.7756,9.41,3,17,148007980.72999,0.4972,343.26,17,2025-11-23 03:13:00
DMCUSDT,1763867760000,1763869200000,0.001667,0.0015501676511058954,TP,13.7971,12.87,10,5,4922475.112398,0.4927,134.88,3,2025-11-23 03:16:00
MAVUSDT,1763868540000,1763870340000,0.03966,0.03907,TIME,2.7553,9.47,8,70,291350473.06313,0.5034,89.71,8,2025-11-23 03:29:00
SENTUSDT,1763868720000,1763870520000,0.03437,0.03441,TIME,-0.4528,10.74,25,92,17517876.3831,0.5054,36.54,1,2025-11-23 03:32:00
TRADOORUSDT,1763869200000,1763869560000,1.006,0.9658182079527374,TP,7.7684,7.03,22,29,59610057.264,0.5478,78.62,2,2025-11-23 03:40:00
RESOLVUSDT,1763870580000,1763871240000,0.1327,0.13837661111111113,SL,-8.7756,7.02,9,31,60617225.463599995,0.524,82.89,1,2025-11-23 04:03:00
TOSHIUSDT,1763870640000,1763872200000,0.0004275,0.00039851744904792274,TP,13.3391,12.41,18,68,35842475.6018185,0.4788,70.54,2,2025-11-23 04:04:00
CTSIUSDT,1763870940000,1763872740000,0.0473,0.0471,TIME,0.6257,12.26,8,11,12838793.5065,0.5165,105.94,1,2025-11-23 04:09:00
PIPPINUSDT,1763872560000,1763872680000,0.03996,0.03775701447841425,TP,10.806,9.91,9,16,203061703.71975,0.5119,120.47,6,2025-11-23 04:36:00
PORT3USDT,1763875140000,1763875380000,0.01618,0.01525104772675907,TP,11.2627,10.36,10,5,182044794.20781,0.4945,271.73,18,2025-11-23 05:19:00
PORT3USDT,1763876760000,1763876820000,0.01439,0.013658949638724572,TP,9.9405,9.08,4,13,188828975.85252,0.4772,274.89,17,2025-11-23 05:46:00
PORT3USDT,1763876880000,1763877060000,0.01393,0.014525894444444444,SL,-8.7756,40.24,44,48,189994037.07659,0.4768,277.84,17,2025-11-23 05:48:00
TNSRUSDT,1763877120000,1763878920000,0.09153,0.08635,TIME,11.0987,11.57,12,99,366523333.871163,0.472,53.87,1,2025-11-23 05:52:00
PORT3USDT,1763877600000,1763877660000,0.01169,0.010883203801438942,TP,13.5832,12.66,5,109,195872434.58100998,0.488,410.44,17,2025-11-23 06:00:00
PIPPINUSDT,1763877660000,1763877780000,0.06234,0.06500676666666667,SL,-8.7756,12.34,7,5,396542069.67382,0.5133,323.12,8,2025-11-23 06:01:00
PORT3USDT,1763877720000,1763877780000,0.01071,0.011168150000000002,SL,-8.7756,25.27,9,5,198591388.33714002,0.4764,449.43,18,2025-11-23 06:02:00
PORT3USDT,1763879100000,1763879160000,0.0108,0.011262000000000001,SL,-8.7756,9.26,6,9,200255231.52146998,0.4809,598.2,18,2025-11-23 06:25:00
CARVUSDT,1763879220000,1763881020000,0.1356,0.1332,TIME,3.3198,10.69,13,45,3861116.7045,0.4919,97.51,1,2025-11-23 06:27:00
DMCUSDT,1763881020000,1763881920000,0.001879,0.0019593794444444446,SL,-8.7756,20.36,26,22,25936823.194697,0.4735,308.54,7,2025-11-23 06:57:00
SWARMSUSDT,1763881680000,1763883480000,0.01223,0.01198,TIME,3.8683,8.86,22,46,6424370.981500001,0.4466,98.06,1,2025-11-23 07:08:00
PIPPINUSDT,1763882160000,1763882220000,0.07557,0.07154019159442049,TP,10.4451,9.56,7,22,583570045.30894,0.5116,228.39,11,2025-11-23 07:16:00
PIPPINUSDT,1763882280000,1763882340000,0.0701,0.06711028344140801,TP,8.3099,7.53,5,53,595004941.29628,0.503,246.76,11,2025-11-23 07:18:00
TOSHIUSDT,1763883180000,1763884980000,0.0004283,0.0004246,TIME,1.5078,7.35,11,117,71659176.9473459,0.4999,72.16,4,2025-11-23 07:33:00
FUSDT,1763883600000,1763885400000,0.009137,0.009007,TIME,2.6256,7.25,10,11,11657278.943524,0.4997,85.13,1,2025-11-23 07:40:00
DMCUSDT,1763884020000,1763884140000,0.001968,0.002052186666666667,SL,-8.7756,9.91,10,6,30678797.327231,0.4825,160.05,9,2025-11-23 07:47:00
PIPPINUSDT,1763884980000,1763885160000,0.0687,0.07163883333333333,SL,-8.7756,7.55,10,5,712915305.2469,0.5057,284.95,12,2025-11-23 08:03:00
TAUSDT,1763885100000,1763885160000,0.02632,0.02744591111111111,SL,-8.7756,13.16,23,23,6642563.68988,0.4857,148.38,2,2025-11-23 08:05:00
BOBUSDT,1763887020000,1763888460000,0.015693,0.016364311666666666,SL,-8.7756,11.61,11,28,52000681.603553,0.49,119.25,2,2025-11-23 08:37:00
EPTUSDT,1763888460000,1763890260000,0.002631,0.002588,TIME,3.0487,7.88,27,72,3089820.728442,0.4785,79.14,1,2025-11-23 09:01:00
PIPPINUSDT,1763889840000,1763889960000,0.07231,0.06831856825528979,TP,10.8198,9.93,6,53,853951671.80654,0.5171,152.23,12,2025-11-23 09:24:00
JELLYJELLYUSDT,1763889900000,1763891700000,0.03988,0.04015,TIME,-1.5741,8.86,37,5,18231239.09944,0.4745,144.27,2,2025-11-23 09:25:00
DUSDT,1763890380000,1763892180000,0.01701,0.01684,TIME,1.7788,9.17,19,88,6577850.85893,0.4828,85.93,1,2025-11-23 09:33:00
DMCUSDT,1763890500000,1763891520000,0.002081,0.001989164088919598,TP,8.6061,7.81,6,5,39312003.510557,0.4911,173.73,9,2025-11-23 09:35:00
SENTUSDT,1763890740000,1763891100000,0.03984,0.04154426666666667,SL,-8.7756,8.13,13,32,22431794.364639997,0.4621,122.0,2,2025-11-23 09:39:00
PIPPINUSDT,1763891160000,1763891340000,0.06703,0.06989739444444446,SL,-8.7756,11.56,3,100,902305999.98153,0.4994,181.3,12,2025-11-23 09:46:00
AVAAIUSDT,1763891460000,1763893260000,0.01087,0.01097,TIME,-2.0599,8.05,34,108,7248841.363220001,0.445,36.22,2,2025-11-23 09:51:00
PIPPINUSDT,1763892540000,1763893500000,0.06225,0.06491291666666667,SL,-8.7756,7.27,3,5,952198427.60986,0.5035,226.53,13,2025-11-23 10:09:00
JELLYJELLYUSDT,1763893560000,1763895360000,0.03896,0.0382,TIME,3.6814,8.11,41,119,19720866.7825,0.4273,43.44,2,2025-11-23 10:26:00
BDXNUSDT,1763894640000,1763896440000,0.04635,0.04655,TIME,-1.083,8.13,27,46,6991078.115060001,0.4685,58.41,1,2025-11-23 10:44:00
MAVUSDT,1763895000000,1763896800000,0.03242,0.03176,TIME,3.8516,9.47,12,22,376520582.41595006,0.5064,92.13,1,2025-11-23 10:50:00
B3USDT,1763895360000,1763897160000,0.001105,0.001121,TIME,-3.1159,8.14,15,97,2549979.889009,0.5433,25.0,1,2025-11-23 10:56:00
CTSIUSDT,1763897940000,1763899740000,0.0476,0.0466,TIME,3.9817,7.35,13,43,16215751.0218,0.4974,84.36,2,2025-11-23 11:39:00
ARKUSDT,1763898120000,1763899920000,0.2671,0.274,TIME,-5.3866,7.21,18,21,5247010.555500001,0.5241,72.61,1,2025-11-23 11:42:00
TNSRUSDT,1763898300000,1763898600000,0.14708,0.15337175555555554,SL,-8.7756,7.69,5,13,449246918.791268,0.5026,184.92,7,2025-11-23 11:45:00
PIPPINUSDT,1763901420000,1763901600000,0.06539,0.06818723888888889,SL,-8.7756,9.97,5,5,1117903146.6254401,0.5277,154.78,11,2025-11-23 12:37:00
DMCUSDT,1763901600000,1763901960000,0.002108,0.0021981755555555557,SL,-8.7756,17.41,30,47,61268396.420438,0.5002,177.99,8,2025-11-23 12:40:00
PIPPINUSDT,1763902500000,1763902560000,0.06106,0.05861693503617972,TP,7.7822,7.04,6,84,1141578789.30968,0.5193,162.33,11,2025-11-23 12:55:00
PIPPINUSDT,1763902620000,1763902800000,0.05992,0.06248324444444445,SL,-8.7756,13.51,21,114,1152246246.38706,0.5108,171.48,10,2025-11-23 12:57:00
STABLEUSDT,1763902740000,1763904540000,0.029,0.02885,TIME,0.8145,7.1,22,5,13248748.79714,0.4723,67.45,1,2025-11-23 12:59:00
DYMUSDT,1763902980000,1763904780000,0.13058,0.12974,TIME,1.0666,9.07,14,11,99918862.68069601,0.4798,126.55,3,2025-11-23 13:03:00
DMCUSDT,1763904720000,1763905500000,0.002069,0.0019631884326158757,TP,10.0083,9.14,10,40,65413580.588775,0.4962,139.11,8,2025-11-23 13:32:00
TNSRUSDT,1763904960000,1763905020000,0.16642,0.15826986089928569,TP,9.5747,8.73,10,22,612488285.256617,0.4896,136.83,10,2025-11-23 13:36:00
TNSRUSDT,1763905080000,1763906460000,0.1554,0.16204766666666667,SL,-8.7756,15.89,17,64,623784854.308837,0.4839,160.11,10,2025-11-23 13:38:00
PIPPINUSDT,1763905140000,1763905680000,0.05396,0.05626828888888889,SL,-8.7756,9.06,18,5,1211600997.74955,0.5133,182.36,9,2025-11-23 13:39:00
PARTIUSDT,1763908200000,1763910000000,0.07886,0.07826,TIME,1.3017,11.39,15,35,78508441.22078,0.4941,94.21,3,2025-11-23 14:30:00
NILUSDT,1763908560000,1763910360000,0.0928,0.091,TIME,3.6593,7.22,9,106,12603445.024969999,0.5297,28.52,1,2025-11-23 14:36:00
TNSRUSDT,1763910240000,1763910900000,0.1562,0.1628818888888889,SL,-8.7756,10.8,14,19,757197176.750184,0.4961,150.86,13,2025-11-23 15:04:00
PIPPINUSDT,1763910360000,1763910600000,0.03622,0.03457558794289924,TP,8.8601,8.05,9,32,1343681673.7350798,0.5197,303.55,8,2025-11-23 15:06:00
PIPPINUSDT,1763910660000,1763910840000,0.03364,0.03507904444444445,SL,-8.7756,10.08,16,19,1352108490.4324,0.516,248.21,7,2025-11-23 15:11:00
PIPPINUSDT,1763912400000,1763912580000,0.03203,0.029687182105294835,TP,14.4089,13.5,10,19,1385382883.54602,0.5175,159.08,8,2025-11-23 15:40:00
TLMUSDT,1763912820000,1763914620000,0.00265,0.002615,TIME,2.4215,12.67,21,42,15564537.896077,0.4775,108.79,1,2025-11-23 15:47:00
VANRYUSDT,1763912820000,1763914620000,0.01077,0.0108,TIME,-0.7771,10.67,16,33,5573205.91923,0.49,104.06,1,2025-11-23 15:47:00
ALICEUSDT,1763913600000,1763915400000,0.238,0.24,TIME,-1.9007,7.14,11,47,110702322.27720001,0.5092,74.87,1,2025-11-23 16:00:00
TNSRUSDT,1763913660000,1763914080000,0.15165,0.15813725,SL,-8.7756,7.9,7,101,813094380.778255,0.4956,127.06,12,2025-11-23 16:01:00
SENTUSDT,1763913960000,1763914860000,0.04116,0.042920733333333336,SL,-8.7756,7.05,12,5,25702070.12638,0.5034,92.84,2,2025-11-23 16:06:00
PARTIUSDT,1763914500000,1763915580000,0.07671,0.07999148333333334,SL,-8.7756,7.02,10,10,75589992.90675,0.4864,73.44,4,2025-11-23 16:15:00
PUMPBTCUSDT,1763914920000,1763915340000,0.03385,0.035298027777777775,SL,-8.7756,9.22,9,10,14562374.13075,0.4883,186.46,3,2025-11-23 16:22:00
BICOUSDT,1763914920000,1763916720000,0.06365,0.06434,TIME,-2.3881,10.89,31,21,9780250.876670001,0.5295,103.6,1,2025-11-23 16:22:00
TAGUSDT,1763916240000,1763917140000,0.0005142,0.0005361963333333333,SL,-8.7756,7.22,1,13,3948062.1032414,0.5101,190.68,2,2025-11-23 16:44:00
PUMPBTCUSDT,1763916420000,1763918220000,0.03273,0.03132,TIME,8.3959,12.88,21,47,16579348.64301,0.4858,172.94,3,2025-11-23 16:47:00
